10000.,3.128796478372021e-10
12589.254117941662,3.6471199628839695e-10
15848.93192461114,4.251170025012591e-10
19952.62314968879,4.955078236524559e-10
25118.864315095823,5.77529027600005e-10
31622.776601683792,6.730939922592544e-10
39810.71705534969,7.844281951521062e-10
50118.72336272725,9.141192722539155e-10
63095.7344480193,1.0651748421636216e-9
79432.82347242821,1.2410892185687829e-9
100000.,1.4459202690634542e-9
125892.54117941661,1.6843778209347858e-9
158489.3192461114,1.9619251599205584e-9
199526.2314968879,2.284895311956481e-9
251188.6431509582,2.6606239352077622e-9
316227.7660168379,3.097600775235254e-9
398107.1705534969,3.605641747167399e-9
501187.2336272725,4.196083804713811e-9
630957.344480193,4.8820048376513194e-9
794328.2347242822,5.678470902189565e-9
1.e6,6.6028131124451586e-9
1.258925411794166e6,7.674936455671317e-9
1.5848931924611141e6,8.91766255273146e-9
1.9952623149688828e6,1.0357107876382881e-8
2.5118864315095823e6,1.2023097917275316e-8
3.1622776601683795e6,1.3949616570205652e-8
3.9810717055349695e6,1.6175287312010912e-8
5.011872336272725e6,1.8743880949664304e-8
6.309573444801942e6,2.1704839866094785e-8
7.943282347242822e6,2.51138049436902e-8
1.e7,2.9033124940026894e-8
1.2589254117941663e7,3.353232071418526e-8
1.5848931924611142e7,3.8688467249819585e-8
1.995262314968883e7,4.4586444765445115e-8
2.5118864315095823e7,5.131899593746407e-8
3.162277660168379e7,5.8986509266124785e-8
3.981071705534969e7,6.769642865620093e-8
5.011872336272725e7,7.756216665602638e-8
6.309573444801943e7,8.8701373973175e-8
7.943282347242822e7,1.012333921073881e-7
1.e8,1.1527569127500123e-7
1.2589254117941713e8,1.3093907588918733e-7
1.584893192461111e8,1.483214295761146e-7
1.9952623149688828e8,1.674997786546148e-7
2.511886431509582e8,1.8852048560864067e-7
3.1622776601683795e8,2.113874502222012e-7
3.9810717055349857e8,2.3604829365311751e-7
5.011872336272715e8,2.623785941166251e-7
6.309573444801943e8,2.9016420151891e-7
7.943282347242821e8,3.1908111513793634e-7
1.e9,3.486704805797162e-7
1.2589254117941713e9,3.7830121292725406e-7
1.5848931924611108e9,4.071024658065686e-7
1.9952623149688828e9,4.33834308014706e-7
2.511886431509582e9,4.5664448119596874e-7
3.1622776601683793e9,4.7231882175966255e-7
3.9810717055349855e9,4.7301125792721566e-7
5.011872336272715e9,4.4071624572335685e-7
6.309573444801943e9,3.5111880178127315e-7
7.943282347242822e9,2.0454738986158706e-7
1.e10,7.011943177890534e-8
1.2589254117941713e10,1.1594452931604649e-8
1.5848931924611109e10,7.987643352557694e-10
1.9952623149688828e10,2.1396854505040553e-11
2.511886431509582e10,2.1456090223153522e-13
3.1622776601683792e10,7.183853014140651e-16
3.981071705534985e10,7.306938309508365e-19
5.011872336272715e10,3.378531922076908e-22
6.3095734448019424e10,3.9133343209360494e-26
7.943282347242822e10,1.3874369519585453e-31
1.e11,0.
