1.e10,4.836893257526894e-11
1.2589254117941662e10,5.638183908671508e-11
1.5848931924611109e10,6.572001653902042e-11
1.9952623149688828e10,7.660192881971842e-11
2.511886431509582e10,8.928181423542182e-11
3.1622776601683792e10,1.0405546718508993e-10
3.981071705534969e10,1.2126693041151128e-10
5.011872336272715e10,1.413162337372915e-10
6.3095734448019424e10,1.6466833326370526e-10
7.943282347242822e10,1.9186342463566595e-10
1.e11,2.23528824859631e-10
1.2589254117941661e11,2.6039263919928885e-10
1.5848931924611108e11,3.0329945215004224e-10
1.9952623149688828e11,3.532283037568364e-10
2.5118864315095822e11,4.113132337619222e-10
3.1622776601683795e11,4.788666954790658e-10
3.9810717055349695e11,5.574061584538072e-10
5.011872336272715e11,6.486842338047647e-10
6.309573444801943e11,7.547226687859258e-10
7.943282347242821e11,8.778505668145787e-10
1.e12,1.0207471928923194e-9
1.2589254117941663e12,1.1864897142079293e-9
1.5848931924611108e12,1.3786061884296874e-9
1.9952623149688828e12,1.6011340335188941e-9
2.511886431509582e12,1.8586840548003176e-9
3.1622776601683794e12,2.1565099168297667e-9
3.981071705534969e12,2.5005825300191736e-9
5.011872336272715e12,2.897668544823068e-9
6.309573444801942e12,3.3554113963539158e-9
7.943282347242821e12,3.88241276294793e-9
1.e13,4.48831131197197e-9
1.2589254117941662e13,5.18385446585724e-9
1.584893192461111e13,5.980957460105263e-9
1.995262314968883e13,6.8927421631236685e-9
2.511886431509582e13,7.933545922492422e-9
3.1622776601683793e13,9.118888074906687e-9
3.9810717055349695e13,1.046537867161634e-8
5.011872336272715e13,1.1990550473034108e-8
6.309573444801943e13,1.3712591428364806e-8
7.943282347242822e13,1.5649950871064e-8
1.e14,1.7820788847695327e-8
1.2589254117941714e14,2.0242234919822964e-8
1.584893192461111e14,2.2929421188710392e-8
1.9952623149688828e14,2.5894255366629233e-8
2.5118864315095822e14,2.914390475856668e-8
3.1622776601683794e14,3.267897224294926e-8
3.9810717055349856e14,3.649136042928442e-8
5.0118723362727144e14,4.0561834608763925e-8
6.309573444801942e14,4.485728872440938e-8
7.943282347242821e14,4.932763460593928e-8
1.e15,5.390193667988923e-8
1.2589254117941712e15,5.84826337785373e-8
1.584893192461111e15,6.293509934551364e-8
1.9952623149688828e15,6.706764897702857e-8
2.511886431509582e15,7.059393210939513e-8
3.1622776601683795e15,7.301707963944204e-8
3.9810717055349855e15,7.312412407303114e-8
5.011872336272715e15,6.813154686274811e-8
6.309573444801943e15,5.428042836326138e-8
7.943282347242822e15,3.1621555027534054e-8
1.e16,1.0839957092315561e-8
1.2589254117941714e16,1.7924187222790983e-9
1.5848931924611108e16,1.234831935304912e-10
1.9952623149688828e16,3.3077990209251774e-12
2.511886431509572e16,3.3169563566343075e-14
3.162277660168379e16,1.1105717377390864e-16
3.981071705534986e16,1.1295997959095e-19
5.0118723362727144e16,5.222966477890799e-23
6.309573444801943e16,6.0497321547287125e-27
7.943282347242789e16,2.1448772665663746e-32
1.e17,0.
