1.e11,3.543491278460938e-11
1.2589254117941661e11,4.130514039284689e-11
1.5848931924611108e11,4.814625691065969e-11
1.9952623149688828e11,5.6118308226786107e-11
2.5118864315095822e11,6.540754844570348e-11
3.1622776601683795e11,7.623067552147534e-11
3.9810717055349695e11,8.883973397805141e-11
5.011872336272715e11,1.0352778428049802e-10
6.309573444801943e11,1.206354516611729e-10
7.943282347242821e11,1.4055848158198673e-10
1.e12,1.6375644431312335e-10
1.2589254117941663e12,1.9076274725357127e-10
1.5848931924611108e12,2.2219613008478293e-10
1.9952623149688828e12,2.5877383415896923e-10
2.511886431509582e12,3.0132665307072527e-10
3.1622776601683794e12,3.5081608558033065e-10
3.981071705534969e12,4.083538246306853e-10
5.011872336272715e12,4.752238270681992e-10
6.309573444801942e12,5.529072179416025e-10
7.943282347242821e12,6.431102903622749e-10
1.e13,7.477958646076878e-10
1.2589254117941662e13,8.692182627220262e-10
1.584893192461111e13,1.0099621275559463e-9
1.995262314968883e13,1.1729852575498227e-9
2.511886431509582e13,1.3616655127442029e-9
3.1622776601683793e13,1.5798517096298173e-9
3.9810717055349695e13,1.8319181165319443e-9
5.011872336272715e13,2.122821958180054e-9
6.309573444801943e13,2.4581627887128184e-9
7.943282347242822e13,2.8442421679418113e-9
1.e14,3.2881213502573988e-9
1.2589254117941662e14,3.797673860176927e-9
1.584893192461111e14,4.381628758035714e-9
1.9952623149688828e14,5.049599079264546e-9
2.5118864315095822e14,5.812088315133741e-9
3.1622776601683794e14,6.680465878053053e-9
3.9810717055349694e14,7.666900234144234e-9
5.0118723362727144e14,8.784235823071763e-9
6.309573444801942e14,1.004579707354411e-8
7.943282347242821e14,1.1465099903468169e-8
1.e15,1.305544830017395e-8
1.2589254117941712e15,1.4829391321243413e-8
1.584893192461111e15,1.6798014691747814e-8
1.9952623149688828e15,1.8970041960530247e-8
2.511886431509582e15,2.135072387044568e-8
3.1622776601683795e15,2.394050208814515e-8
3.9810717055349855e15,2.6733444493347896e-8
5.011872336272715e15,2.971545980487885e-8
6.309573444801943e15,3.2862294639849206e-8
7.943282347242822e15,3.613725457787444e-8
1.e16,3.9488372463071485e-8
1.2589254117941714e16,4.284417532125366e-8
1.5848931924611108e16,4.610603620265239e-8
1.9952623149688828e16,4.9133527775738574e-8
2.511886431509572e16,5.1716877341879944e-8
3.162277660168379e16,5.349205829002865e-8
3.981071705534986e16,5.357048117564828e-8
5.0118723362727144e16,4.99129346520052e-8
6.309573444801943e16,3.976565362430719e-8
7.943282347242789e16,2.3165837458700073e-8
1.e17,7.941315485993125e-9
1.2589254117941714e17,1.313119786204336e-9
1.584893192461111e17,9.04633581307324e-11
1.995262314968883e17,2.4232821676650686e-12
2.511886431509572e17,2.4299909700559995e-14
3.1622776601683795e17,8.136010211914897e-17
3.9810717055349856e17,8.275409274411483e-20
5.011872336272715e17,3.826326816612382e-23
6.309573444801943e17,4.432012557953242e-27
7.943282347242789e17,1.571329670263007e-32
1.e18,0.
