1.e14,1.3932400904245316e-11
1.2589254117941662e14,1.6240473875505934e-11
1.584893192461111e14,1.8930283740092945e-11
1.9952623149688828e14,2.206475780076374e-11
2.5118864315095822e14,2.5717127981903523e-11
3.1622776601683794e14,2.9972596208221264e-11
3.9810717055349694e14,3.493026207041534e-11
5.0118723362727144e14,4.07053519248566e-11
6.309573444801942e14,4.743179377989531e-11
7.943282347242821e14,5.526518797423953e-11
1.e15,6.438622966824692e-11
1.2589254117941662e15,7.500464551690236e-11
1.584893192461111e15,8.736371336738895e-11
1.9952623149688828e15,1.0174544023704711e-10
2.511886431509582e15,1.1847647994040538e-10
3.1622776601683795e15,1.3793487732488806e-10
3.9810717055349695e15,1.6055773101853596e-10
5.011872336272715e15,1.8684987086632918e-10
6.309573444801943e15,2.173936498740071e-10
7.943282347242822e15,2.52859953273668e-10
1.e16,2.9402052838623656e-10
1.2589254117941714e16,3.417617360355084e-10
1.5848931924611108e16,3.970998135298248e-10
1.9952623149688828e16,4.6119771656533315e-10
2.511886431509572e16,5.353835618660485e-10
3.162277660168379e16,6.211706381673438e-10
3.981071705534986e16,7.202788328678671e-10
5.0118723362727144e16,8.346572418415968e-10
6.309573444801943e16,9.665075138866947e-10
7.943282347242789e16,1.1183073144104504e-9
1.e17,1.2928330077192126e-9
1.2589254117941714e17,1.4931803288235815e-9
1.584893192461111e17,1.722781394767218e-9
1.995262314968883e17,1.9854158864637723e-9
2.511886431509572e17,2.2852135968144283e-9
3.1622776601683795e17,2.6266447840840195e-9
3.9810717055349856e17,3.0144938807735672e-9
5.011872336272715e17,3.4538111006054317e-9
6.309573444801943e17,3.94983538077456e-9
7.943282347242789e17,4.507880948749549e-9
1.e18,5.133178704525396e-9
1.2589254117941714e18,5.830662722647844e-9
1.5848931924611108e18,6.604691720378205e-9
1.995262314968883e18,7.45869564773579e-9
2.511886431509572e18,8.394739006895177e-9
3.1622776601683794e18,9.412995453620312e-9
3.9810717055349857e18,1.0511132579800934e-8
5.011872336272715e18,1.168360993498417e-8
6.309573444801943e18,1.2920891504343471e-8
7.943282347242789e18,1.4208549670154642e-8
1.e19,1.5526151836632446e-8
1.2589254117941713e19,1.6845596054260462e-8
1.5848931924611109e19,1.812810389531999e-8
1.9952623149688828e19,1.931846173779168e-8
2.511886431509572e19,2.033418900217585e-8
3.162277660168379e19,2.1032162156931992e-8
3.981071705534986e19,2.1062995425073313e-8
5.011872336272715e19,1.9624911076283774e-8
6.309573444801943e19,1.563517477425464e-8
7.94328234724279e19,9.108411997458436e-9
1.e20,3.1223892269119157e-9
1.2589254117941713e20,5.162963410201331e-10
1.5848931924611108e20,3.556864334274797e-11
1.995262314968883e20,9.527930547842814e-13
2.5118864315095718e20,9.554308714664205e-15
3.1622776601683794e20,3.198939715726648e-17
3.9810717055349857e20,3.253749373798127e-20
5.0118723362727146e20,1.5044460706533913e-23
6.309573444801943e20,1.7425914851092953e-27
7.943282347242789e20,6.178199182233783e-33
1.e21,0.
